CUADRANTE,MUNICIPIO,SECTOR,HOMICIDIO DOLOSO,LESIONES POR ARMA DE FUEGO,ROBO A BORDO DE METRO C.V.,ROBO A BORDO DE METRO S.V.,ROBO A BORDO DE MICROBUS C.V.,ROBO A BORDO DE MICROBUS S.V.,ROBO A BORDO DE TAXI C.V.,ROBO A CASA HABITACION C.V.,ROBO A CUENTAHABIENTE C.V.,ROBO A NEGOCIO C.V.,ROBO A REPARTIDOR C.V.,ROBO A REPARTIDOR S.V.,ROBO A TRANSEUNTE C.V.,ROBO A TRANSEUNTE S.V.,ROBO A TRANSPORTISTA C.V.,ROBO A TRANSPORTISTA S.V.,ROBO DE VEHICULO AUTOMOTOR C.V.,ROBO DE VEHICULO AUTOMOTOR S.V.,SECUESTRO,VIOLACION,LATITUDE,LONGITUDE
O-3.6.9,IZTACALCO,IZTACCIHUATL,0,1,0,0,4,0,0,0,2,6,5,1,10,6,10,6,2,4,0,2,19.40332465437335,-99.13652115473523
O-3.6.9,IZTACALCO,IZTACCIHUATL,1,1,0,1,6,0,0,1,1,4,5,1,21,2,21,2,1,9,0,0,19.40332465437335,-99.13652115473523
O-3.6.9,IZTACALCO,IZTACCIHUATL,5,2,0,0,0,0,0,0,0,1,12,1,17,1,17,1,2,9,0,2,19.40332465437335,-99.13652115473523
O-3.6.9,IZTACALCO,PANTITLAN,1,0,1,35,1,2,0,1,0,3,1,0,13,4,13,4,2,5,0,3,19.401056645040367,-99.06397163871789
O-3.6.9,IZTACALCO,PANTITLAN,0,0,0,2,3,2,0,0,0,8,0,0,8,2,8,2,0,2,0,2,19.401056645040367,-99.06397163871789
O-3.6.9,IZTACALCO,PANTITLAN,0,1,0,0,0,0,1,0,1,1,1,1,12,1,12,1,3,10,0,2,19.401056645040367,-99.06397163871789
O-3.6.9,IZTACALCO,PANTITLAN,1,1,0,0,0,1,0,1,0,6,1,0,13,2,13,2,1,9,0,2,19.401056645040367,-99.06397163871789
O-3.6.9,IZTACALCO,PANTITLAN,1,1,0,0,0,0,0,0,0,1,2,1,7,2,7,2,2,6,0,1,19.401056645040367,-99.06397163871789
O-3.6.9,IZTACALCO,PANTITLAN,1,0,0,0,0,1,0,0,0,3,2,1,4,1,4,1,1,10,0,1,19.401056645040367,-99.06397163871789
O-3.6.9,IZTACALCO,PANTITLAN,1,2,0,0,0,0,0,1,0,3,1,0,3,2,3,2,1,11,0,0,19.401056645040367,-99.06397163871789
O-3.6.9,IZTACALCO,PANTITLAN,0,0,0,0,1,0,0,0,1,8,1,4,5,3,5,3,1,8,0,2,19.401056645040367,-99.06397163871789
O-3.6.9,IZTACALCO,PANTITLAN,2,1,0,0,3,1,0,0,1,12,0,2,8,1,8,1,3,5,0,0,19.401056645040367,-99.06397163871789
O-3.6.9,IZTACALCO,PANTITLAN,1,0,0,1,2,1,1,0,0,0,0,0,7,2,7,2,1,4,0,2,19.401056645040367,-99.06397163871789
O-3.6.9,IZTACALCO,PANTITLAN,1,1,0,5,5,1,0,0,1,4,1,1,9,3,9,3,2,9,0,0,19.401056645040367,-99.06397163871789
O-3.6.9,IZTACALCO,PANTITLAN,0,0,0,0,2,0,0,2,2,4,0,1,9,1,9,1,6,6,0,1,19.401056645040367,-99.06397163871789
O-3.6.9,IZTACALCO,PANTITLAN,2,1,1,2,3,2,0,0,0,6,4,10,12,4,12,4,1,3,0,0,19.401056645040367,-99.06397163871789
O-3.6.9,IZTACALCO,PANTITLAN,0,1,0,0,1,0,0,1,0,1,2,0,6,0,6,0,1,3,0,0,19.401056645040367,-99.06397163871789
O-3.6.9,IZTACALCO,PANTITLAN,0,0,0,0,2,0,0,0,1,1,2,1,8,2,8,2,2,11,0,2,19.401056645040367,-99.06397163871789
O-3.6.9,IZTACALCO,PANTITLAN,1,0,0,0,3,0,1,0,0,5,1,0,4,2,4,2,4,12,0,1,19.401056645040367,-99.06397163871789
O-3.6.9,IZTACALCO,TLACOTAL,0,0,1,1,0,0,0,0,1,6,2,1,11,8,11,8,2,7,0,3,19.396770907192426,-99.09877507082975
O-3.6.9,IZTACALCO,TLACOTAL,0,2,0,0,1,0,0,1,0,3,3,0,19,3,19,3,3,8,0,4,19.396770907192426,-99.09877507082975
O-3.6.9,IZTACALCO,TLACOTAL,1,0,0,0,1,0,1,0,0,4,2,2,18,5,18,5,3,4,0,1,19.396770907192426,-99.09877507082975
O-3.6.9,IZTACALCO,TLACOTAL,0,1,0,0,2,0,0,2,1,4,2,0,7,0,7,0,2,4,0,2,19.396770907192426,-99.09877507082975
O-3.6.9,IZTACALCO,TLACOTAL,0,0,0,0,0,0,1,0,2,0,0,0,7,1,7,1,0,2,0,0,19.396770907192426,-99.09877507082975
O-3.6.9,IZTACALCO,TLACOTAL,0,0,2,7,0,0,0,0,0,3,0,0,15,13,15,13,4,6,0,2,19.396770907192426,-99.09877507082975
O-3.6.9,IZTACALCO,TLACOTAL,1,0,0,0,0,0,1,0,0,8,3,1,12,5,12,5,0,6,0,2,19.396770907192426,-99.09877507082975
O-3.6.9,IZTACALCO,TLACOTAL,1,2,0,0,1,0,1,0,1,3,1,0,23,5,23,5,4,12,0,3,19.396770907192426,-99.09877507082975
O-3.6.9,IZTACALCO,TLACOTAL,1,1,0,0,2,0,0,1,0,4,3,0,23,2,23,2,1,9,0,3,19.396770907192426,-99.09877507082975
O-3.6.9,IZTACALCO,TLACOTAL,3,3,1,3,2,0,0,0,0,4,2,1,22,2,22,2,2,7,0,0,19.396770907192426,-99.09877507082975
O-3.6.9,IZTACALCO,TLACOTAL,0,0,0,0,4,0,0,0,0,0,1,0,10,1,10,1,0,4,0,5,19.396770907192426,-99.09877507082975
O-3.6.9,IZTACALCO,TLACOTAL,0,1,0,0,2,0,1,0,0,1,2,0,10,1,10,1,2,4,0,0,19.396770907192426,-99.09877507082975
O-3.6.9,IZTAPALAPA,ABASTO-REFORMA,1,0,0,0,0,0,0,0,1,0,2,1,1,1,1,1,1,2,0,0,19.3521206387211,-99.0626836895763
O-3.6.9,IZTAPALAPA,ABASTO-REFORMA,3,0,0,0,0,0,1,0,0,3,1,6,4,4,4,4,1,2,0,1,19.3521206387211,-99.0626836895763
O-3.6.9,IZTAPALAPA,ABASTO-REFORMA,0,0,0,0,0,0,0,0,0,2,0,1,3,0,3,0,0,2,0,0,19.3521206387211,-99.0626836895763
O-3.6.9,IZTAPALAPA,ABASTO-REFORMA,1,0,0,0,0,0,0,0,0,1,2,5,4,1,4,1,0,7,0,0,19.3521206387211,-99.0626836895763
O-3.6.9,IZTAPALAPA,ABASTO-REFORMA,0,0,0,0,1,1,0,3,3,4,2,0,8,1,8,1,0,7,0,1,19.3521206387211,-99.0626836895763
O-3.6.9,IZTAPALAPA,ABASTO-REFORMA,2,0,0,2,4,2,0,0,1,3,0,2,12,4,12,4,4,12,1,2,19.3521206387211,-99.0626836895763
O-3.6.9,IZTAPALAPA,ABASTO-REFORMA,0,0,0,3,1,1,0,0,3,2,2,0,10,0,10,0,2,3,0,1,19.3521206387211,-99.0626836895763
O-3.6.9,IZTAPALAPA,ABASTO-REFORMA,1,0,0,1,2,0,0,0,0,3,1,1,9,2,9,2,2,5,0,1,19.3521206387211,-99.0626836895763
O-3.6.9,IZTAPALAPA,ABASTO-REFORMA,4,1,0,0,2,1,0,0,0,7,3,0,13,1,13,1,0,3,0,3,19.3521206387211,-99.0626836895763
O-3.6.9,IZTAPALAPA,ABASTO-REFORMA,2,1,0,1,1,4,1,1,0,15,8,1,23,4,23,4,4,9,0,4,19.3521206387211,-99.0626836895763
O-3.6.9,IZTAPALAPA,ABASTO-REFORMA,3,0,0,0,0,1,0,1,1,5,1,0,7,1,7,1,4,6,0,1,19.3521206387211,-99.0626836895763
O-3.6.9,IZTAPALAPA,ABASTO-REFORMA,0,0,0,0,0,0,0,0,0,4,3,1,19,1,19,1,2,6,0,5,19.3521206387211,-99.0626836895763
O-3.6.9,IZTAPALAPA,ABASTO-REFORMA,1,1,0,0,1,0,0,1,2,5,0,0,10,4,10,4,3,15,0,3,19.3521206387211,-99.0626836895763
O-3.6.9,IZTAPALAPA,ABASTO-REFORMA,0,1,0,0,0,0,2,0,2,7,2,5,14,1,14,1,5,3,0,0,19.3521206387211,-99.0626836895763
O-3.6.9,IZTAPALAPA,ABASTO-REFORMA,0,0,0,0,0,0,0,0,5,7,0,0,4,1,4,1,1,11,0,1,19.3521206387211,-99.0626836895763
O-3.6.9,IZTAPALAPA,ABASTO-REFORMA,0,0,0,0,2,0,0,1,3,4,3,0,13,2,13,2,1,10,0,1,19.3521206387211,-99.0626836895763
O-3.6.9,IZTAPALAPA,ABASTO-REFORMA,1,0,0,0,2,0,0,0,0,3,1,0,5,0,5,0,0,4,0,0,19.3521206387211,-99.0626836895763
O-3.6.9,IZTAPALAPA,ABASTO-REFORMA,2,0,0,0,0,1,0,0,1,3,2,0,12,0,12,0,4,3,0,1,19.3521206387211,-99.0626836895763
O-3.6.9,IZTAPALAPA,ABASTO-REFORMA,0,0,0,0,1,0,0,1,0,1,3,0,8,3,8,3,4,3,0,0,19.3521206387211,-99.0626836895763
O-3.6.9,IZTAPALAPA,ABASTO-REFORMA,0,0,0,0,0,0,0,1,0,4,2,0,7,3,7,3,1,5,0,1,19.3521206387211,-99.0626836895763
O-3.6.9,IZTAPALAPA,ABASTO-REFORMA,0,0,0,0,0,2,1,1,0,4,4,0,8,0,8,0,3,6,0,1,19.3521206387211,-99.0626836895763
O-3.6.9,IZTAPALAPA,ABASTO-REFORMA,0,0,0,1,1,0,0,0,0,4,0,0,13,0,13,0,4,8,0,0,19.3521206387211,-99.0626836895763
O-3.6.9,IZTAPALAPA,CHURUBUSCO,1,1,0,0,1,0,0,1,1,1,0,0,9,2,9,2,4,5,0,0,19.370697929401892,-99.12731914399288
O-3.6.9,IZTAPALAPA,CHURUBUSCO,0,1,0,0,0,0,0,1,0,6,0,0,7,0,7,0,3,4,0,0,19.370697929401892,-99.12731914399288
O-3.6.9,IZTAPALAPA,CHURUBUSCO,0,0,0,0,0,0,1,0,0,2,0,0,1,1,1,1,0,3,0,0,19.370697929401892,-99.12731914399288
O-3.6.9,IZTAPALAPA,CHURUBUSCO,0,0,0,0,0,0,0,1,1,4,1,0,1,3,1,3,1,4,0,1,19.370697929401892,-99.12731914399288
O-3.6.9,IZTAPALAPA,CHURUBUSCO,0,0,0,0,0,0,0,0,0,3,0,0,6,2,6,2,3,1,0,2,19.370697929401892,-99.12731914399288
O-3.6.9,IZTAPALAPA,CHURUBUSCO,0,0,0,1,0,0,0,1,0,2,0,0,8,1,8,1,2,3,0,2,19.370697929401892,-99.12731914399288
O-3.6.9,IZTAPALAPA,CHURUBUSCO,0,0,0,0,0,1,0,0,2,0,1,0,1,1,1,1,2,7,0,1,19.370697929401892,-99.12731914399288
O-3.6.9,IZTAPALAPA,CHURUBUSCO,1,0,0,1,0,0,0,0,0,1,3,0,6,1,6,1,1,11,0,2,19.370697929401892,-99.12731914399288
O-3.6.9,IZTAPALAPA,CHURUBUSCO,2,1,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,5,0,1,19.370697929401892,-99.12731914399288
O-3.6.9,IZTAPALAPA,CHURUBUSCO,0,0,0,0,1,0,0,1,0,4,2,0,5,2,5,2,0,3,0,1,19.370697929401892,-99.12731914399288
O-3.6.9,IZTAPALAPA,CHURUBUSCO,0,0,0,0,0,0,1,0,1,0,0,0,6,1,6,1,6,4,0,3,19.370697929401892,-99.12731914399288
O-3.6.9,IZTAPALAPA,CHURUBUSCO,5,0,0,0,1,0,0,0,0,3,0,0,1,2,1,2,1,2,0,0,19.370697929401892,-99.12731914399288
O-3.6.9,IZTAPALAPA,ESTRELLA,1,0,0,0,1,1,0,0,1,0,3,0,10,4,10,4,5,8,0,2,19.33878654598266,-99.0746653345623
O-3.6.9,IZTAPALAPA,ESTRELLA,0,2,0,1,1,0,0,1,0,2,4,0,15,2,15,2,4,10,1,3,19.33878654598266,-99.0746653345623
O-3.6.9,IZTAPALAPA,ESTRELLA,2,3,0,0,1,2,0,3,2,15,4,1,21,1,21,1,5,9,0,2,19.33878654598266,-99.0746653345623
O-3.6.9,IZTAPALAPA,ESTRELLA,4,2,0,0,0,0,0,0,0,7,7,0,18,1,18,1,5,12,0,5,19.33878654598266,-99.0746653345623
O-3.6.9,IZTAPALAPA,ESTRELLA,0,0,0,0,1,1,1,1,0,4,8,1,8,1,8,1,1,2,0,2,19.33878654598266,-99.0746653345623
O-3.6.9,IZTAPALAPA,ESTRELLA,1,1,0,0,1,0,1,0,1,8,1,0,2,3,2,3,3,6,0,1,19.33878654598266,-99.0746653345623
O-3.6.9,IZTAPALAPA,ESTRELLA,0,1,0,0,0,0,0,0,0,3,0,0,9,0,9,0,1,3,0,0,19.33878654598266,-99.0746653345623
O-3.6.9,IZTAPALAPA,ESTRELLA,0,0,0,0,0,0,0,0,0,3,0,0,12,0,12,0,1,5,0,3,19.33878654598266,-99.0746653345623
O-3.6.9,IZTAPALAPA,ESTRELLA,0,0,0,0,3,0,0,1,0,3,1,0,5,2,5,2,0,5,0,0,19.33878654598266,-99.0746653345623
O-3.6.9,IZTAPALAPA,GRANJAS,0,0,0,2,0,0,1,0,0,1,4,0,16,1,16,1,1,5,0,2,19.38115117607567,-99.11040595009594
O-3.6.9,IZTAPALAPA,GRANJAS,0,1,0,0,0,0,0,1,0,1,1,1,2,0,2,0,1,4,0,2,19.38115117607567,-99.11040595009594
O-3.6.9,IZTAPALAPA,GRANJAS,0,0,0,0,0,0,0,1,1,3,1,0,6,1,6,1,0,4,0,0,19.38115117607567,-99.11040595009594
O-3.6.9,IZTAPALAPA,GRANJAS,1,0,0,0,1,0,0,0,0,4,2,0,2,2,2,2,0,7,0,2,19.38115117607567,-99.11040595009594
O-3.6.9,IZTAPALAPA,GRANJAS,3,1,0,0,1,0,1,0,1,3,0,1,13,1,13,1,2,4,0,4,19.38115117607567,-99.11040595009594
O-3.6.9,IZTAPALAPA,GRANJAS,1,3,0,4,1,1,0,1,0,3,6,1,8,5,8,5,1,2,0,2,19.38115117607567,-99.11040595009594
O-3.6.9,IZTAPALAPA,GRANJAS,1,0,0,0,3,0,0,1,0,7,2,0,5,0,5,0,2,3,0,3,19.38115117607567,-99.11040595009594
O-3.6.9,IZTAPALAPA,GRANJAS,1,0,0,0,1,0,0,0,0,2,2,0,2,0,2,0,0,0,0,2,19.38115117607567,-99.11040595009594
O-3.6.9,IZTAPALAPA,GRANJAS,2,1,0,0,0,0,0,0,0,3,2,0,6,0,6,0,4,7,0,2,19.38115117607567,-99.11040595009594
O-3.6.9,IZTAPALAPA,GRANJAS,0,0,0,0,0,0,0,0,1,0,0,0,3,2,3,2,1,3,0,0,19.38115117607567,-99.11040595009594
O-3.6.9,IZTAPALAPA,GRANJAS,1,0,0,0,0,0,0,0,0,1,1,0,5,2,5,2,0,4,0,2,19.38115117607567,-99.11040595009594
O-3.6.9,IZTAPALAPA,GRANJAS,0,0,0,0,1,0,1,0,0,3,0,3,1,1,1,1,3,4,0,0,19.38115117607567,-99.11040595009594
O-3.6.9,IZTAPALAPA,OASIS,4,1,0,0,4,0,0,0,1,4,5,10,9,2,9,2,0,1,0,0,19.40074114574227,-99.05823041866175
O-3.6.9,IZTAPALAPA,OASIS,4,3,0,1,7,2,0,1,2,1,13,0,25,4,25,4,5,7,0,1,19.40074114574227,-99.05823041866175
O-3.6.9,IZTAPALAPA,OASIS,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,19.40074114574227,-99.05823041866175
O-3.6.9,IZTAPALAPA,OASIS,0,1,0,0,0,1,1,0,0,3,2,3,18,1,18,1,1,3,0,0,19.40074114574227,-99.05823041866175
O-3.6.9,IZTAPALAPA,OASIS,4,3,0,0,1,0,2,1,1,3,21,1,38,2,38,2,5,9,0,4,19.40074114574227,-99.05823041866175
O-3.6.9,IZTAPALAPA,OASIS,1,2,0,0,3,0,0,1,0,1,1,1,13,1,13,1,4,2,0,1,19.40074114574227,-99.05823041866175
O-3.6.9,IZTAPALAPA,OASIS,2,0,0,0,1,0,1,1,0,3,5,0,26,1,26,1,2,7,0,2,19.40074114574227,-99.05823041866175
O-3.6.9,IZTAPALAPA,OASIS,1,0,0,1,2,1,0,0,0,0,1,0,12,1,12,1,3,1,0,1,19.40074114574227,-99.05823041866175
O-3.6.9,IZTAPALAPA,OASIS,0,1,0,0,4,0,0,0,0,0,2,0,8,1,8,1,0,3,0,1,19.40074114574227,-99.05823041866175
O-3.6.9,IZTAPALAPA,OASIS,3,0,0,0,1,0,0,0,0,0,3,0,3,0,3,0,0,5,0,1,19.40074114574227,-99.05823041866175
O-3.6.9,IZTAPALAPA,OASIS,0,1,0,1,6,1,0,3,0,0,6,0,44,2,44,2,3,6,0,0,19.40074114574227,-99.05823041866175
O-3.6.9,IZTAPALAPA,OASIS,0,1,0,4,5,0,0,0,1,5,1,0,16,4,16,4,1,7,0,0,19.40074114574227,-99.05823041866175
O-3.6.9,IZTAPALAPA,OASIS,0,1,0,0,3,0,0,2,1,8,1,0,10,2,10,2,2,7,0,0,19.40074114574227,-99.05823041866175
O-3.6.9,IZTAPALAPA,OASIS,1,0,0,0,1,0,0,0,1,3,0,0,8,2,8,2,1,1,0,3,19.40074114574227,-99.05823041866175
O-3.6.9,IZTAPALAPA,OASIS,1,0,0,0,1,0,0,1,0,0,0,1,3,0,3,0,1,2,0,0,19.40074114574227,-99.05823041866175
O-3.6.9,IZTAPALAPA,OASIS,0,0,0,0,0,0,0,0,0,2,3,1,10,0,10,0,3,10,0,1,19.40074114574227,-99.05823041866175
O-3.6.9,IZTAPALAPA,OASIS,1,1,0,1,1,0,0,0,1,5,1,2,8,2,8,2,2,4,0,1,19.40074114574227,-99.05823041866175
O-3.6.9,IZTAPALAPA,OASIS,0,0,0,0,4,1,0,0,0,0,2,0,3,0,3,0,1,1,0,0,19.40074114574227,-99.05823041866175
O-3.6.9,IZTAPALAPA,OASIS,2,0,0,0,2,0,0,0,1,6,0,0,1,1,1,1,2,1,0,3,19.40074114574227,-99.05823041866175
O-3.6.9,IZTAPALAPA,OASIS,0,0,0,1,2,1,0,1,0,18,1,0,9,2,9,2,0,5,0,0,19.40074114574227,-99.05823041866175
O-3.6.9,IZTAPALAPA,OASIS,0,1,0,0,1,0,0,0,0,1,0,0,1,1,1,1,0,1,0,0,19.40074114574227,-99.05823041866175
O-3.6.9,IZTAPALAPA,OASIS,1,0,0,0,2,0,0,0,0,5,1,0,4,0,4,0,1,0,0,1,19.40074114574227,-99.05823041866175
O-3.6.9,IZTAPALAPA,OASIS,2,0,1,4,5,0,0,0,3,1,2,0,16,4,16,4,2,6,0,0,19.40074114574227,-99.05823041866175
O-3.6.9,IZTAPALAPA,OASIS,0,1,0,0,0,0,0,1,2,0,3,0,9,0,9,0,2,1,0,0,19.40074114574227,-99.05823041866175
O-3.6.9,IZTAPALAPA,QUETZAL,0,3,0,0,0,0,1,0,0,3,2,0,9,1,9,1,3,4,0,0,19.325297990390105,-99.04460274158326
O-3.6.9,IZTAPALAPA,QUETZAL,2,0,0,0,3,0,0,1,0,4,6,3,14,2,14,2,9,6,0,6,19.325297990390105,-99.04460274158326
O-3.6.9,IZTAPALAPA,QUETZAL,0,1,0,0,1,0,0,0,0,2,2,1,11,1,11,1,2,3,0,2,19.325297990390105,-99.04460274158326
O-3.6.9,IZTAPALAPA,QUETZAL,0,1,0,0,0,0,0,1,0,0,3,3,7,0,7,0,2,4,0,1,19.325297990390105,-99.04460274158326
O-3.6.9,IZTAPALAPA,QUETZAL,0,1,0,0,0,1,0,0,0,3,5,1,17,1,17,1,2,7,0,5,19.325297990390105,-99.04460274158326
O-3.6.9,IZTAPALAPA,QUETZAL,3,4,0,0,0,0,0,1,0,8,12,3,22,7,22,7,6,16,0,2,19.325297990390105,-99.04460274158326
O-3.6.9,IZTAPALAPA,QUETZAL,1,1,0,0,3,0,0,0,1,4,4,0,9,0,9,0,4,3,0,2,19.325297990390105,-99.04460274158326
O-3.6.9,IZTAPALAPA,QUETZAL,0,1,0,0,0,0,2,1,1,11,0,1,6,1,6,1,4,7,0,6,19.325297990390105,-99.04460274158326
O-3.6.9,IZTAPALAPA,QUETZAL,3,6,0,0,2,0,1,0,1,19,6,0,20,2,20,2,6,14,0,4,19.325297990390105,-99.04460274158326
O-3.6.9,IZTAPALAPA,QUETZAL,2,1,0,0,0,1,0,1,0,0,1,0,9,1,9,1,3,6,0,1,19.325297990390105,-99.04460274158326
O-3.6.9,IZTAPALAPA,QUETZAL,1,1,0,0,1,0,0,0,0,1,2,0,10,1,10,1,5,6,0,2,19.325297990390105,-99.04460274158326
O-3.6.9,IZTAPALAPA,QUETZAL,0,3,0,0,4,2,0,2,0,4,1,0,20,2,20,2,3,12,0,2,19.325297990390105,-99.04460274158326
O-3.6.9,IZTAPALAPA,QUETZAL,1,0,0,1,0,1,0,0,0,3,1,0,7,2,7,2,3,2,0,0,19.325297990390105,-99.04460274158326
O-3.6.9,IZTAPALAPA,QUETZAL,2,3,0,0,5,1,0,1,0,2,17,1,40,1,40,1,15,18,0,4,19.325297990390105,-99.04460274158326
O-3.6.9,IZTAPALAPA,SANTA CRUZ,3,1,0,0,10,0,2,2,1,5,15,2,34,7,34,7,9,11,0,4,19.373125347343052,-99.03998553526174
O-3.6.9,IZTAPALAPA,SANTA CRUZ,2,0,0,0,6,0,0,1,0,8,7,1,33,4,33,4,11,17,0,2,19.373125347343052,-99.03998553526174
O-3.6.9,IZTAPALAPA,SANTA CRUZ,2,1,0,0,0,0,0,0,0,1,7,1,7,3,7,3,4,7,0,1,19.373125347343052,-99.03998553526174
O-3.6.9,IZTAPALAPA,SANTA CRUZ,1,3,0,0,0,0,0,0,0,3,6,1,9,0,9,0,4,12,0,2,19.373125347343052,-99.03998553526174
O-3.6.9,IZTAPALAPA,SANTA CRUZ,1,0,0,0,0,0,0,0,0,1,2,1,5,0,5,0,0,4,0,1,19.373125347343052,-99.03998553526174
O-3.6.9,IZTAPALAPA,SANTA CRUZ,3,1,0,0,0,0,1,0,0,2,2,0,3,0,3,0,3,3,0,2,19.373125347343052,-99.03998553526174
O-3.6.9,IZTAPALAPA,SANTA CRUZ,2,0,0,0,1,0,0,0,0,7,10,2,15,2,15,2,3,5,0,5,19.373125347343052,-99.03998553526174
O-3.6.9,IZTAPALAPA,SANTA CRUZ,0,0,0,0,1,0,2,0,0,2,1,0,7,0,7,0,1,2,0,1,19.373125347343052,-99.03998553526174
O-3.6.9,IZTAPALAPA,SANTA CRUZ,1,3,0,0,1,0,0,0,1,10,0,0,4,1,4,1,3,4,0,1,19.373125347343052,-99.03998553526174
O-3.6.9,IZTAPALAPA,SANTA CRUZ,1,0,0,0,4,0,0,0,0,4,1,0,12,0,12,0,4,8,0,1,19.373125347343052,-99.03998553526174
O-3.6.9,IZTAPALAPA,SANTA CRUZ,1,0,0,0,0,0,1,2,1,6,1,0,12,1,12,1,3,8,0,1,19.373125347343052,-99.03998553526174
O-3.6.9,IZTAPALAPA,SANTA CRUZ,0,0,0,0,1,0,0,0,0,1,1,0,6,1,6,1,2,5,0,3,19.373125347343052,-99.03998553526174
O-3.6.9,IZTAPALAPA,SANTA CRUZ,0,2,0,0,0,1,0,0,0,0,2,0,6,2,6,2,3,5,0,0,19.373125347343052,-99.03998553526174
O-3.6.9,IZTAPALAPA,SANTA CRUZ,1,0,0,0,3,1,0,1,0,5,1,0,18,2,18,2,1,10,0,0,19.373125347343052,-99.03998553526174
O-3.6.9,IZTAPALAPA,TEOTONGO,1,0,0,0,2,0,0,0,0,3,1,0,16,3,16,3,3,4,0,1,19.350835494071685,-99.00079986985486
O-3.6.9,IZTAPALAPA,TEOTONGO,2,1,0,0,3,0,0,0,0,1,4,1,6,1,6,1,3,6,0,3,19.350835494071685,-99.00079986985486
O-3.6.9,IZTAPALAPA,TEOTONGO,0,2,0,0,0,0,0,2,0,2,0,0,14,2,14,2,3,7,0,4,19.350835494071685,-99.00079986985486
O-3.6.9,IZTAPALAPA,TEOTONGO,1,1,0,0,5,0,0,0,0,0,2,0,3,0,3,0,4,7,0,1,19.350835494071685,-99.00079986985486
O-3.6.9,IZTAPALAPA,TEOTONGO,1,0,0,0,0,0,0,1,0,1,2,0,7,1,7,1,4,6,0,2,19.350835494071685,-99.00079986985486
O-3.6.9,IZTAPALAPA,TEOTONGO,0,0,0,0,0,0,0,1,0,1,0,0,4,1,4,1,2,3,0,4,19.350835494071685,-99.00079986985486
O-3.6.9,IZTAPALAPA,TEOTONGO,1,0,0,0,1,0,0,1,0,1,2,1,9,0,9,0,3,4,0,4,19.350835494071685,-99.00079986985486
O-3.6.9,IZTAPALAPA,TEOTONGO,1,0,0,0,3,0,0,0,0,2,1,0,15,2,15,2,5,11,0,4,19.350835494071685,-99.00079986985486
O-3.6.9,IZTAPALAPA,TEOTONGO,0,2,1,1,13,2,0,0,0,4,3,0,24,1,24,1,6,12,0,2,19.350835494071685,-99.00079986985486
O-3.6.9,IZTAPALAPA,TEOTONGO,1,0,0,0,3,0,0,1,0,5,1,0,20,3,20,3,2,10,0,1,19.350835494071685,-99.00079986985486
O-3.6.9,IZTAPALAPA,TEOTONGO,0,0,0,0,1,0,0,1,0,1,2,0,10,2,10,2,3,5,0,4,19.350835494071685,-99.00079986985486
O-3.6.9,IZTAPALAPA,TEOTONGO,1,1,0,0,1,0,0,1,0,2,0,0,6,0,6,0,10,5,0,4,19.350835494071685,-99.00079986985486
O-3.6.9,IZTAPALAPA,TEOTONGO,1,1,0,0,0,0,0,1,0,12,3,0,25,0,25,0,4,14,0,5,19.350835494071685,-99.00079986985486
O-3.6.9,IZTAPALAPA,TEOTONGO,3,2,0,0,1,0,0,2,0,4,3,1,19,3,19,3,4,14,0,2,19.350835494071685,-99.00079986985486
O-3.6.9,IZTAPALAPA,TEOTONGO,1,0,0,0,0,0,0,0,0,7,3,0,11,2,11,2,2,5,0,6,19.350835494071685,-99.00079986985486
O-3.6.9,IZTAPALAPA,TEOTONGO,1,1,0,0,0,0,0,1,0,2,2,0,12,0,12,0,1,4,0,1,19.350835494071685,-99.00079986985486
O-3.6.9,IZTAPALAPA,TEZONCO,0,1,0,18,4,3,0,0,2,10,3,1,27,7,27,7,10,11,0,4,19.32010034772889,-99.08405531759685
O-3.6.9,IZTAPALAPA,TEZONCO,1,1,0,0,0,1,0,4,0,8,5,0,25,1,25,1,6,19,0,3,19.32010034772889,-99.08405531759685
O-3.6.9,IZTAPALAPA,TEZONCO,1,1,0,0,0,1,0,0,0,1,4,0,13,2,13,2,0,8,1,1,19.32010034772889,-99.08405531759685
O-3.6.9,IZTAPALAPA,TEZONCO,3,1,0,0,5,3,0,3,1,3,12,1,20,6,20,6,3,15,0,4,19.32010034772889,-99.08405531759685
O-3.6.9,IZTAPALAPA,TEZONCO,1,0,0,0,5,2,0,0,0,6,0,0,9,0,9,0,2,13,0,2,19.32010034772889,-99.08405531759685
O-3.6.9,IZTAPALAPA,TEZONCO,3,3,0,0,3,0,0,3,0,16,9,1,19,3,19,3,4,7,0,3,19.32010034772889,-99.08405531759685
O-3.6.9,IZTAPALAPA,TEZONCO,6,0,0,0,0,0,0,0,0,4,0,1,17,2,17,2,3,6,0,4,19.32010034772889,-99.08405531759685
O-3.6.9,IZTAPALAPA,TEZONCO,1,0,0,0,0,1,0,1,0,8,6,0,11,2,11,2,3,11,0,5,19.32010034772889,-99.08405531759685
O-3.6.9,IZTAPALAPA,TEZONCO,4,5,0,0,6,6,0,3,1,8,16,3,32,5,32,5,8,11,0,13,19.32010034772889,-99.08405531759685
