CUADRANTE,MUNICIPIO,SECTOR,HOMICIDIO DOLOSO,LESIONES POR ARMA DE FUEGO,ROBO A BORDO DE METRO C.V.,ROBO A BORDO DE METRO S.V.,ROBO A BORDO DE MICROBUS C.V.,ROBO A BORDO DE MICROBUS S.V.,ROBO A BORDO DE TAXI C.V.,ROBO A CASA HABITACION C.V.,ROBO A CUENTAHABIENTE C.V.,ROBO A NEGOCIO C.V.,ROBO A REPARTIDOR C.V.,ROBO A REPARTIDOR S.V.,ROBO A TRANSEUNTE C.V.,ROBO A TRANSEUNTE S.V.,ROBO A TRANSPORTISTA C.V.,ROBO A TRANSPORTISTA S.V.,ROBO DE VEHICULO AUTOMOTOR C.V.,ROBO DE VEHICULO AUTOMOTOR S.V.,SECUESTRO,VIOLACION,LATITUDE,LONGITUDE
O-3.6.9,TLALPAN,HUIPULCO-HOSPITALES,0,1,0,0,0,1,1,0,1,8,2,0,2,1,2,1,3,4,0,3,19.302856804193237,-99.18587058424951
O-3.6.9,TLALPAN,PADIERNA,1,0,0,0,0,1,0,0,0,1,0,0,6,0,6,0,2,4,0,1,19.30029901170772,-99.23254800931754
O-3.6.9,TLALPAN,PADIERNA,1,1,0,0,0,3,1,0,2,4,0,1,7,3,7,3,4,8,0,1,19.30029901170772,-99.23254800931754
O-3.6.9,TLALPAN,PADIERNA,1,0,0,0,0,0,0,1,0,10,2,0,7,0,7,0,13,9,0,3,19.30029901170772,-99.23254800931754
O-3.6.9,TLALPAN,PADIERNA,0,0,0,0,1,1,0,0,0,6,0,0,12,5,12,5,2,9,0,2,19.30029901170772,-99.23254800931754
O-3.6.9,TLALPAN,PADIERNA,2,1,0,0,2,0,0,0,0,3,0,0,3,0,3,0,4,2,0,1,19.30029901170772,-99.23254800931754
O-3.6.9,TLALPAN,PADIERNA,0,1,0,0,0,0,0,1,0,8,0,0,9,1,9,1,1,3,0,2,19.30029901170772,-99.23254800931754
O-3.6.9,TLALPAN,PADIERNA,1,1,0,0,0,1,0,2,0,10,3,0,19,0,19,0,2,7,0,6,19.30029901170772,-99.23254800931754
O-3.6.9,TLALPAN,PADIERNA,2,2,0,0,0,0,2,3,0,8,1,2,13,1,13,1,9,17,0,7,19.30029901170772,-99.23254800931754
O-3.6.9,VENUSTIANO CARRANZA,ARENAL,0,0,0,0,0,1,0,0,0,1,0,1,7,0,7,0,1,6,0,4,19.425943459868023,-99.05436592407243
O-3.6.9,VENUSTIANO CARRANZA,ARENAL,2,0,0,0,1,2,0,0,0,4,4,1,7,4,7,4,4,4,0,3,19.425943459868023,-99.05436592407243
O-3.6.9,VENUSTIANO CARRANZA,ARENAL,0,0,0,0,0,0,0,0,0,3,0,0,4,1,4,1,2,2,0,0,19.425943459868023,-99.05436592407243
O-3.6.9,VENUSTIANO CARRANZA,ARENAL,0,1,2,20,1,1,0,0,1,5,0,0,28,10,28,10,2,5,0,2,19.425943459868023,-99.05436592407243
O-3.6.9,VENUSTIANO CARRANZA,ARENAL,0,1,0,2,3,2,0,0,1,2,0,0,15,5,15,5,3,7,0,0,19.425943459868023,-99.05436592407243
O-3.6.9,VENUSTIANO CARRANZA,ARENAL,0,0,0,2,0,0,0,0,0,1,0,0,4,3,4,3,0,2,0,0,19.425943459868023,-99.05436592407243
O-3.6.9,VENUSTIANO CARRANZA,ARENAL,0,2,0,5,1,0,0,0,0,8,3,0,12,1,12,1,2,6,0,0,19.425943459868023,-99.05436592407243
O-3.6.9,VENUSTIANO CARRANZA,CONGRESO,2,2,0,14,0,1,0,0,0,4,3,3,55,67,55,67,0,3,0,2,19.433944271817214,-99.11897888577893
O-3.6.9,VENUSTIANO CARRANZA,CONGRESO,1,0,0,6,0,1,0,0,1,2,2,1,37,6,37,6,0,1,0,3,19.433944271817214,-99.11897888577893
O-3.6.9,VENUSTIANO CARRANZA,CONGRESO,5,0,0,1,0,0,0,0,0,1,1,1,26,5,26,5,3,10,0,6,19.433944271817214,-99.11897888577893
O-3.6.9,VENUSTIANO CARRANZA,CONGRESO,0,0,0,1,0,0,0,0,0,0,1,0,8,0,8,0,0,3,0,0,19.433944271817214,-99.11897888577893
O-3.6.9,VENUSTIANO CARRANZA,CONGRESO,0,0,1,24,0,0,0,0,1,0,0,0,8,6,8,6,1,2,0,1,19.433944271817214,-99.11897888577893
O-3.6.9,VENUSTIANO CARRANZA,CONGRESO,2,0,0,5,1,0,1,1,0,2,2,0,14,2,14,2,2,5,0,1,19.433944271817214,-99.11897888577893
O-3.6.9,VENUSTIANO CARRANZA,CONSULADO,5,5,1,0,0,0,0,1,0,1,5,0,24,1,24,1,3,6,0,3,19.45574459225151,-99.114432313864
O-3.6.9,VENUSTIANO CARRANZA,CONSULADO,7,6,0,0,0,0,0,0,0,3,5,0,14,1,14,1,0,5,0,2,19.45574459225151,-99.114432313864
O-3.6.9,VENUSTIANO CARRANZA,CONSULADO,2,0,0,0,0,0,0,0,1,6,2,0,9,2,9,2,4,3,0,0,19.45574459225151,-99.114432313864
O-3.6.9,VENUSTIANO CARRANZA,CONSULADO,0,1,0,0,0,0,1,2,0,9,6,2,16,2,16,2,5,10,0,2,19.45574459225151,-99.114432313864
O-3.6.9,VENUSTIANO CARRANZA,CONSULADO,5,3,1,2,0,0,0,1,0,7,2,2,14,1,14,1,1,4,0,1,19.45574459225151,-99.114432313864
O-3.6.9,VENUSTIANO CARRANZA,CONSULADO,0,0,0,0,0,0,0,0,0,5,0,0,9,0,9,0,4,0,0,2,19.45574459225151,-99.114432313864
O-3.6.9,VENUSTIANO CARRANZA,CONSULADO,1,0,1,2,0,0,1,1,0,5,1,0,11,3,11,3,0,5,0,0,19.45574459225151,-99.114432313864
O-3.6.9,VENUSTIANO CARRANZA,MERCED-BALBUENA,0,0,0,1,0,0,0,0,1,6,0,0,10,0,10,0,0,1,0,1,19.43404362806962,-99.10775483980521
O-3.6.9,VENUSTIANO CARRANZA,MERCED-BALBUENA,1,1,0,1,0,0,1,1,0,4,3,0,21,7,21,7,1,6,0,4,19.43404362806962,-99.10775483980521
O-3.6.9,VENUSTIANO CARRANZA,MERCED-BALBUENA,0,1,0,10,2,0,1,1,2,3,1,0,13,4,13,4,3,13,0,1,19.43404362806962,-99.10775483980521
O-3.6.9,VENUSTIANO CARRANZA,MERCED-BALBUENA,1,0,0,0,1,0,1,1,0,3,3,0,5,0,5,0,1,7,0,1,19.43404362806962,-99.10775483980521
O-3.6.9,VENUSTIANO CARRANZA,MERCED-BALBUENA,0,0,0,1,1,0,0,0,3,3,0,0,6,1,6,1,0,7,0,2,19.43404362806962,-99.10775483980521
O-3.6.9,VENUSTIANO CARRANZA,MERCED-BALBUENA,0,0,0,0,0,0,0,1,1,6,0,0,5,0,5,0,2,6,0,0,19.43404362806962,-99.10775483980521
O-3.6.9,VENUSTIANO CARRANZA,MERCED-BALBUENA,0,0,0,0,0,0,0,0,0,2,1,0,8,1,8,1,0,2,0,1,19.43404362806962,-99.10775483980521
O-3.6.9,VENUSTIANO CARRANZA,MERCED-BALBUENA,0,0,0,0,0,0,0,1,0,5,0,0,6,2,6,2,1,5,0,5,19.43404362806962,-99.10775483980521
O-3.6.9,VENUSTIANO CARRANZA,MERCED-BALBUENA,1,0,0,0,0,0,0,0,0,2,0,0,5,1,5,1,0,3,0,2,19.43404362806962,-99.10775483980521
O-3.6.9,VENUSTIANO CARRANZA,MERCED-BALBUENA,1,0,0,0,0,0,0,0,0,4,1,0,10,2,10,2,0,3,0,0,19.43404362806962,-99.10775483980521
O-3.6.9,VENUSTIANO CARRANZA,MERCED-BALBUENA,2,1,1,6,1,0,0,0,0,4,1,0,29,4,29,4,0,4,0,0,19.43404362806962,-99.10775483980521
O-3.6.9,VENUSTIANO CARRANZA,MOCTEZUMA,0,0,0,6,0,0,1,1,1,3,3,1,12,1,12,1,0,4,0,2,19.44992519584162,-99.10167730715033
O-3.6.9,VENUSTIANO CARRANZA,MOCTEZUMA,3,0,0,2,0,1,0,1,0,15,2,1,12,2,12,2,3,7,0,6,19.44992519584162,-99.10167730715033
O-3.6.9,VENUSTIANO CARRANZA,MOCTEZUMA,1,0,0,1,0,0,0,1,0,5,2,0,10,0,10,0,0,4,0,0,19.44992519584162,-99.10167730715033
O-3.6.9,VENUSTIANO CARRANZA,MOCTEZUMA,0,0,0,0,0,0,0,1,0,1,2,1,8,1,8,1,0,0,0,0,19.44992519584162,-99.10167730715033
O-3.6.9,VENUSTIANO CARRANZA,MOCTEZUMA,1,0,0,2,0,0,0,0,1,3,1,1,9,0,9,0,1,5,0,1,19.44992519584162,-99.10167730715033
O-3.6.9,VENUSTIANO CARRANZA,MOCTEZUMA,4,3,0,0,0,0,0,0,0,6,2,0,7,2,7,2,0,4,0,4,19.44992519584162,-99.10167730715033
O-3.6.9,VENUSTIANO CARRANZA,MOCTEZUMA,2,2,0,1,0,0,1,0,0,8,3,3,16,11,16,11,6,3,0,5,19.44992519584162,-99.10167730715033
O-3.6.9,VENUSTIANO CARRANZA,MOCTEZUMA,2,0,0,0,1,0,1,0,0,4,0,0,3,3,3,3,0,3,0,0,19.44992519584162,-99.10167730715033
O-3.6.9,VENUSTIANO CARRANZA,MOCTEZUMA,1,1,0,0,0,0,1,0,0,4,0,0,6,2,6,2,1,3,0,2,19.44992519584162,-99.10167730715033
O-3.6.9,VENUSTIANO CARRANZA,MOCTEZUMA,1,0,0,0,2,0,2,0,1,3,4,0,11,4,11,4,6,10,0,4,19.44992519584162,-99.10167730715033
O-3.6.9,VENUSTIANO CARRANZA,MOCTEZUMA,1,0,0,0,0,0,0,0,1,6,3,1,14,3,14,3,4,7,0,1,19.44992519584162,-99.10167730715033
O-3.6.9,VENUSTIANO CARRANZA,MOCTEZUMA,0,0,0,0,0,0,1,0,0,7,1,0,14,1,14,1,3,8,0,1,19.44992519584162,-99.10167730715033
O-3.6.9,VENUSTIANO CARRANZA,MOCTEZUMA,0,0,0,0,1,0,0,0,0,6,2,0,3,0,3,0,2,6,0,0,19.44992519584162,-99.10167730715033
O-3.6.9,VENUSTIANO CARRANZA,MOCTEZUMA,1,0,1,2,1,0,0,0,0,7,0,2,19,2,19,2,3,4,0,2,19.44992519584162,-99.10167730715033
O-3.6.9,VENUSTIANO CARRANZA,ZARAGOZA,0,0,0,0,3,0,0,1,0,0,0,0,0,8,0,8,1,5,0,0,19.419163279719257,-99.08851635763362
O-3.6.9,VENUSTIANO CARRANZA,ZARAGOZA,0,1,0,3,0,0,2,0,0,8,0,0,4,2,4,2,2,5,0,0,19.419163279719257,-99.08851635763362
O-3.6.9,VENUSTIANO CARRANZA,ZARAGOZA,0,1,0,0,0,0,0,0,0,2,0,0,10,0,10,0,1,16,0,0,19.419163279719257,-99.08851635763362
O-3.6.9,VENUSTIANO CARRANZA,ZARAGOZA,0,1,0,0,0,0,0,1,0,5,0,0,6,1,6,1,1,5,0,0,19.419163279719257,-99.08851635763362
O-3.6.9,VENUSTIANO CARRANZA,ZARAGOZA,0,0,0,3,0,1,0,0,3,0,0,0,5,0,5,0,1,1,0,0,19.419163279719257,-99.08851635763362
O-3.6.9,VENUSTIANO CARRANZA,ZARAGOZA,0,0,0,7,3,0,1,0,3,2,0,0,12,3,12,3,0,3,0,1,19.419163279719257,-99.08851635763362
O-3.6.9,XOCHIMILCO,LA NORIA,4,2,0,0,1,0,0,0,0,2,0,0,9,0,9,0,4,7,0,4,19.264170423247595,-99.1280264259196
O-3.6.9,XOCHIMILCO,LA NORIA,1,2,0,0,0,0,0,0,0,0,1,0,4,1,4,1,1,4,0,3,19.264170423247595,-99.1280264259196
O-3.6.9,XOCHIMILCO,LA NORIA,1,0,0,0,1,0,0,1,0,0,0,0,4,0,4,0,1,5,0,4,19.264170423247595,-99.1280264259196
O-3.6.9,XOCHIMILCO,LA NORIA,0,0,0,0,0,0,0,1,0,3,0,0,15,2,15,2,2,19,0,1,19.264170423247595,-99.1280264259196
O-3.6.9,XOCHIMILCO,LA NORIA,3,1,0,0,1,1,0,3,0,0,2,0,17,1,17,1,7,23,0,3,19.264170423247595,-99.1280264259196
O-3.6.9,XOCHIMILCO,LA NORIA,0,0,0,0,0,0,0,0,0,3,0,0,5,0,5,0,3,11,0,3,19.264170423247595,-99.1280264259196
O-3.6.9,XOCHIMILCO,LA NORIA,2,0,0,0,0,0,0,0,0,0,0,0,2,0,2,0,6,5,0,0,19.264170423247595,-99.1280264259196
O-3.6.9,XOCHIMILCO,LA NORIA,1,0,0,0,0,1,0,2,0,4,3,1,7,0,7,0,1,6,0,2,19.264170423247595,-99.1280264259196
O-3.6.9,XOCHIMILCO,LA NORIA,3,0,0,0,1,0,0,0,0,0,2,0,4,0,4,0,1,3,0,1,19.264170423247595,-99.1280264259196
O-3.6.9,XOCHIMILCO,LA NORIA,0,0,0,0,0,0,0,0,0,1,1,0,5,0,5,0,1,10,0,2,19.264170423247595,-99.1280264259196
O-3.6.9,XOCHIMILCO,TEPEPAN,1,0,0,0,3,0,0,0,0,0,0,0,8,2,8,2,0,12,0,1,19.278084884634694,-99.09844655468473
O-3.6.9,XOCHIMILCO,TEPEPAN,1,0,0,0,1,0,1,1,0,1,2,0,6,0,6,0,2,9,0,4,19.278084884634694,-99.09844655468473
O-3.6.9,XOCHIMILCO,TEPEPAN,5,2,0,0,0,1,0,2,0,1,2,1,15,4,15,4,6,12,0,5,19.278084884634694,-99.09844655468473
O-3.6.9,XOCHIMILCO,TEPEPAN,3,0,0,0,0,1,0,0,1,5,0,1,19,5,19,5,3,12,0,8,19.278084884634694,-99.09844655468473
O-3.6.9,XOCHIMILCO,TEPEPAN,9,2,0,0,2,1,1,3,3,13,2,2,50,14,50,14,5,32,0,11,19.278084884634694,-99.09844655468473
O-3.6.9,XOCHIMILCO,TEPEPAN,6,0,0,0,0,0,0,3,1,2,8,0,16,0,16,0,10,26,0,10,19.278084884634694,-99.09844655468473
O-3.6.9,XOCHIMILCO,TEPEPAN,1,3,0,0,4,1,3,1,0,5,8,0,10,2,10,2,4,14,0,5,19.278084884634694,-99.09844655468473
O-3.6.9,XOCHIMILCO,TEPEPAN,5,1,0,0,2,1,0,0,0,6,1,0,15,1,15,1,12,24,0,9,19.278084884634694,-99.09844655468473
O-3.6.9,XOCHIMILCO,TEPEPAN,0,1,0,0,1,0,1,0,1,7,2,1,11,3,11,3,1,20,0,3,19.278084884634694,-99.09844655468473
O-3.6.9,XOCHIMILCO,TEPEPAN,5,0,0,0,0,0,0,0,0,1,8,1,17,1,17,1,9,14,0,5,19.278084884634694,-99.09844655468473
